yyyy.MM.dd_HH:mm:ss;name;value;profitP;profit;purchase;avgOpenPrice;marketPrice;profit1
2026.04.09 16:32:41;Euro Stoxx Banks;5397,5;08,89;440,7;4956,9;291,6;317,5;8,9
2026.04.09 16:32:41;Canada;1500,9;09,50;130,2;1370,7;228,5;250,2;9,5
2026.04.09 16:32:41;NASDAQ 100;8540,0;05,26;427,0;8113,0;1159,0;1220,0;5,3
2026.04.09 16:32:41;UK;875,4;08,38;67,7;807,7;20,2;21,9;8,4
2026.04.09 16:32:41;All-World;14766,0;02,28;329,0;14437,0;144,4;147,7;2,3
2026.04.09 16:32:41;Japan;6147,6;18,03;939,3;5208,3;43,4;51,2;18,0
2026.04.09 16:32:41;ATX;3339,1;03,56;114,9;3224,2;111,2;115,1;3,6
2026.04.09 16:32:41;Spain;3502,6;02,83;96,6;3406,1;55,8;57,4;2,8
2026.04.09 16:39:41;Global Hydrogen;13035,6;20,90;2253,8;10781,8;599,0;724,2;20,9
2026.04.09 16:39:41;Europe Momentum;183,6;11,13;18,4;165,2;13,8;15,3;11,1
2026.04.09 16:39:41;Defense;6581,3;09,80;587,4;5993,9;54,5;59,8;9,8
2026.04.09 16:39:41;Europe Defence;3756,2;07,04;247,0;3509,2;31,6;33,8;7,0
2026.04.09 16:39:41;Poland;4118,3;11,12;412,1;3706,3;27,9;31,0;11,1
2026.04.09 16:39:41;Innovators;2092,2;18,70;329,6;1762,6;67,8;80,5;18,7
2026.04.09 16:39:41;Semiconductors;8050,7;40,54;2322,3;5728,3;57,9;81,3;40,5
2026.04.09 16:39:41;Euro Stoxx Banks;5393,3;08,80;436,4;4956,9;291,6;317,3;8,8
2026.04.09 16:39:41;Canada;1500,9;09,50;130,2;1370,7;228,5;250,2;9,5
2026.04.09 16:39:41;NASDAQ 100;8538,6;05,25;425,6;8113,0;1159,0;1219,8;5,2
2026.04.09 16:39:41;UK;875,4;08,38;67,7;807,7;20,2;21,9;8,4
2026.04.09 16:39:41;All-World;14764,0;02,27;327,0;14437,0;144,4;147,6;2,3
2026.04.09 16:39:41;Japan;6126,0;17,62;917,7;5208,3;43,4;51,1;17,6
2026.04.09 16:39:41;ATX;3339,1;03,56;114,9;3224,2;111,2;115,1;3,6
2026.04.09 16:39:41;Spain;3502,6;02,83;96,6;3406,1;55,8;57,4;2,8
2026.04.09 16:46:41;Global Hydrogen;13035,6;20,90;2253,8;10781,8;599,0;724,2;20,9
2026.04.09 16:46:41;Europe Momentum;183,6;11,14;18,4;165,2;13,8;15,3;11,1
2026.04.09 16:46:41;Defense;6579,1;09,76;585,2;5993,9;54,5;59,8;9,8
2026.04.09 16:46:41;Europe Defence;3755,7;07,02;246,5;3509,2;31,6;33,8;7,0
2026.04.09 16:46:41;Poland;4118,3;11,12;412,1;3706,3;27,9;31,0;11,1
2026.04.09 16:46:41;Innovators;2099,0;19,08;336,4;1762,6;67,8;80,7;19,1
2026.04.09 16:46:41;Semiconductors;8050,7;40,54;2322,3;5728,3;57,9;81,3;40,5
2026.04.09 16:46:41;Euro Stoxx Banks;5396,7;08,87;439,8;4956,9;291,6;317,5;8,9
2026.04.09 16:46:41;Canada;1498,8;09,35;128,1;1370,7;228,5;249,8;9,3
2026.04.09 16:46:41;NASDAQ 100;8534,4;05,19;421,4;8113,0;1159,0;1219,2;5,2
2026.04.09 16:46:41;UK;875,4;08,38;67,7;807,7;20,2;21,9;8,4
2026.04.09 16:46:41;All-World;14756,0;02,21;319,0;14437,0;144,4;147,6;2,2
2026.04.09 16:46:41;Japan;6126,0;17,62;917,7;5208,3;43,4;51,1;17,6
2026.04.09 16:46:41;ATX;3339,1;03,56;114,9;3224,2;111,2;115,1;3,6
2026.04.09 16:46:41;Spain;3502,6;02,83;96,6;3406,1;55,8;57,4;2,8
2026.04.09 16:53:41;Global Hydrogen;13035,6;20,90;2253,8;10781,8;599,0;724,2;20,9
2026.04.09 16:53:41;Europe Momentum;183,6;11,08;18,3;165,2;13,8;15,3;11,1
2026.04.09 16:53:41;Defense;6581,3;09,80;587,4;5993,9;54,5;59,8;9,8
2026.04.09 16:53:41;Europe Defence;3756,2;07,04;247,0;3509,2;31,6;33,8;7,0
2026.04.09 16:53:41;Poland;4121,7;11,21;415,4;3706,3;27,9;31,0;11,2
2026.04.09 16:53:41;Innovators;2093,0;18,75;330,4;1762,6;67,8;80,5;18,7
2026.04.09 16:53:41;Semiconductors;8037,8;40,32;2309,5;5728,3;57,9;81,2;40,3
2026.04.09 16:53:41;Euro Stoxx Banks;5397,5;08,89;440,7;4956,9;291,6;317,5;8,9
2026.04.09 16:53:41;Canada;1498,8;09,35;128,1;1370,7;228,5;249,8;9,3
2026.04.09 16:53:41;NASDAQ 100;8534,4;05,19;421,4;8113,0;1159,0;1219,2;5,2
2026.04.09 16:53:41;UK;875,4;08,38;67,7;807,7;20,2;21,9;8,4
2026.04.09 16:53:41;All-World;14760,0;02,24;323,0;14437,0;144,4;147,6;2,2
2026.04.09 16:53:41;Japan;6126,0;17,62;917,7;5208,3;43,4;51,1;17,6
2026.04.09 16:53:41;ATX;3339,1;03,56;114,9;3224,2;111,2;115,1;3,6
2026.04.09 16:53:41;Spain;3502,6;02,83;96,6;3406,1;55,8;57,4;2,8
2026.04.09 17:00:41;Global Hydrogen;13035,6;20,90;2253,8;10781,8;599,0;724,2;20,9
2026.04.09 17:00:41;Europe Momentum;183,7;11,17;18,5;165,2;13,8;15,3;11,2
2026.04.09 17:00:41;Defense;6582,4;09,82;588,5;5993,9;54,5;59,8;9,8
2026.04.09 17:00:41;Europe Defence;3760,7;07,17;251,5;3509,2;31,6;33,9;7,2
2026.04.09 17:00:41;Poland;4116,4;11,06;410,1;3706,3;27,9;31,0;11,1
2026.04.09 17:00:41;Innovators;2102,6;19,29;340,0;1762,6;67,8;80,9;19,3
2026.04.09 17:00:41;Semiconductors;8045,7;40,45;2317,4;5728,3;57,9;81,3;40,5
2026.04.09 17:00:41;Euro Stoxx Banks;5405,2;09,04;448,3;4956,9;291,6;318,0;9,0
2026.04.09 17:00:41;Canada;1500,3;09,46;129,6;1370,7;228,5;250,1;9,5
2026.04.09 17:00:41;NASDAQ 100;8545,6;05,33;432,6;8113,0;1159,0;1220,8;5,3
2026.04.09 17:00:41;UK;875,4;08,38;67,7;807,7;20,2;21,9;8,4
2026.04.09 17:00:41;All-World;14766,0;02,28;329,0;14437,0;144,4;147,7;2,3
2026.04.09 17:00:41;Japan;6126,0;17,62;917,7;5208,3;43,4;51,1;17,6
2026.04.09 17:00:41;ATX;3339,1;03,56;114,9;3224,2;111,2;115,1;3,6
2026.04.09 17:00:41;Spain;3502,6;02,83;96,6;3406,1;55,8;57,4;2,8
2026.04.09 17:07:41;Global Hydrogen;13035,6;20,90;2253,8;10781,8;599,0;724,2;20,9
2026.04.09 17:07:41;Europe Momentum;183,9;11,27;18,6;165,2;13,8;15,3;11,3
2026.04.09 17:07:41;Defense;6592,3;09,98;598,4;5993,9;54,5;59,9;10,0
2026.04.09 17:07:41;Europe Defence;3760,7;07,17;251,5;3509,2;31,6;33,9;7,2
2026.04.09 17:07:41;Poland;4117,0;11,08;410,7;3706,3;27,9;31,0;11,1
2026.04.09 17:07:41;Innovators;2113,8;19,93;351,2;1762,6;67,8;81,3;19,9
2026.04.09 17:07:41;Semiconductors;8045,7;40,45;2317,4;5728,3;57,9;81,3;40,5
2026.04.09 17:07:41;Euro Stoxx Banks;5406,9;09,08;450,0;4956,9;291,6;318,1;9,1
2026.04.09 17:07:41;Canada;1499,1;09,37;128,4;1370,7;228,5;249,9;9,4
2026.04.09 17:07:41;NASDAQ 100;8555,4;05,45;442,4;8113,0;1159,0;1222,2;5,5
2026.04.09 17:07:41;UK;875,4;08,38;67,7;807,7;20,2;21,9;8,4
2026.04.09 17:07:41;All-World;14772,0;02,32;335,0;14437,0;144,4;147,7;2,3
2026.04.09 17:07:41;Japan;6126,0;17,62;917,7;5208,3;43,4;51,1;17,6
2026.04.09 17:07:41;ATX;3339,1;03,56;114,9;3224,2;111,2;115,1;3,6
2026.04.09 17:07:41;Spain;3504,5;02,89;98,4;3406,1;55,8;57,5;2,9
2026.04.09 17:14:41;Global Hydrogen;13035,6;20,90;2253,8;10781,8;599,0;724,2;20,9
2026.04.09 17:14:41;Europe Momentum;183,8;11,24;18,6;165,2;13,8;15,3;11,2
2026.04.09 17:14:41;Defense;6602,2;10,15;608,3;5993,9;54,5;60,0;10,1
2026.04.09 17:14:41;Europe Defence;3766,8;07,34;257,6;3509,2;31,6;33,9;7,3
2026.04.09 17:14:41;Poland;4127,0;11,35;420,7;3706,3;27,9;31,0;11,4
2026.04.09 17:14:41;Innovators;2112,0;19,82;349,4;1762,6;67,8;81,2;19,8
2026.04.09 17:14:41;Semiconductors;8075,4;40,97;2347,1;5728,3;57,9;81,6;41,0
2026.04.09 17:14:41;Euro Stoxx Banks;5400,9;08,96;444,1;4956,9;291,6;317,7;9,0
2026.04.09 17:14:41;Canada;1499,1;09,37;128,4;1370,7;228,5;249,9;9,4
2026.04.09 17:14:41;NASDAQ 100;8554,0;05,44;441,0;8113,0;1159,0;1222,0;5,4
2026.04.09 17:14:41;UK;875,4;08,38;67,7;807,7;20,2;21,9;8,4
2026.04.09 17:14:41;All-World;14776,0;02,35;339,0;14437,0;144,4;147,8;2,3
2026.04.09 17:14:41;Japan;6126,0;17,62;917,7;5208,3;43,4;51,1;17,6
2026.04.09 17:14:41;ATX;3339,1;03,56;114,9;3224,2;111,2;115,1;3,6
2026.04.09 17:14:41;Spain;3504,5;02,89;98,4;3406,1;55,8;57,5;2,9
2026.04.09 17:21:41;Global Hydrogen;13035,6;20,90;2253,8;10781,8;599,0;724,2;20,9
2026.04.09 17:21:41;Europe Momentum;183,5;11,07;18,3;165,2;13,8;15,3;11,1
2026.04.09 17:21:41;Defense;6594,5;10,02;600,6;5993,9;54,5;60,0;10,0
2026.04.09 17:21:41;Europe Defence;3772,9;07,51;263,7;3509,2;31,6;34,0;7,5
2026.04.09 17:21:41;Poland;4121,7;11,21;415,4;3706,3;27,9;31,0;11,2
2026.04.09 17:21:41;Innovators;2106,5;19,51;343,9;1762,6;67,8;81,0;19,5
2026.04.09 17:21:41;Semiconductors;8075,4;40,97;2347,1;5728,3;57,9;81,6;41,0
2026.04.09 17:21:41;Euro Stoxx Banks;5400,9;08,96;444,1;4956,9;291,6;317,7;9,0
2026.04.09 17:21:41;Canada;1499,1;09,37;128,4;1370,7;228,5;249,9;9,4
2026.04.09 17:21:41;NASDAQ 100;8555,4;05,45;442,4;8113,0;1159,0;1222,2;5,5
2026.04.09 17:21:41;UK;875,4;08,38;67,7;807,7;20,2;21,9;8,4
2026.04.09 17:21:41;All-World;14774,0;02,33;337,0;14437,0;144,4;147,7;2,3
2026.04.09 17:21:41;Japan;6126,0;17,62;917,7;5208,3;43,4;51,1;17,6
2026.04.09 17:21:41;ATX;3337,9;03,53;113,7;3224,2;111,2;115,1;3,5
2026.04.09 17:21:41;Spain;3502,6;02,83;96,6;3406,1;55,8;57,4;2,8
2026.04.09 17:28:41;Global Hydrogen;13035,6;20,90;2253,8;10781,8;599,0;724,2;20,9
2026.04.09 17:28:41;Europe Momentum;183,6;11,08;18,3;165,2;13,8;15,3;11,1
2026.04.09 17:28:41;Defense;6595,6;10,04;601,7;5993,9;54,5;60,0;10,0
2026.04.09 17:28:41;Europe Defence;3767,9;07,37;258,7;3509,2;31,6;33,9;7,4
2026.04.09 17:28:41;Poland;4125,7;11,32;419,4;3706,3;27,9;31,0;11,3
2026.04.09 17:28:41;Innovators;2103,4;19,34;340,8;1762,6;67,8;80,9;19,3
2026.04.09 17:28:41;Semiconductors;8078,4;41,03;2350,1;5728,3;57,9;81,6;41,0
2026.04.09 17:28:41;Euro Stoxx Banks;5404,3;09,03;447,5;4956,9;291,6;317,9;9,0
2026.04.09 17:28:41;Canada;1499,1;09,37;128,4;1370,7;228,5;249,9;9,4
2026.04.09 17:28:41;NASDAQ 100;8562,4;05,54;449,4;8113,0;1159,0;1223,2;5,5
2026.04.09 17:28:41;UK;875,4;08,38;67,7;807,7;20,2;21,9;8,4
2026.04.09 17:28:41;All-World;14784,0;02,40;347,0;14437,0;144,4;147,8;2,4
2026.04.09 17:28:41;Japan;6126,0;17,62;917,7;5208,3;43,4;51,1;17,6
2026.04.09 17:28:41;ATX;3339,1;03,56;114,9;3224,2;111,2;115,1;3,6
2026.04.09 17:28:41;Spain;3502,6;02,83;96,6;3406,1;55,8;57,4;2,8
2026.04.09 17:35:41;Global Hydrogen;13035,6;20,90;2253,8;10781,8;599,0;724,2;20,9
2026.04.09 17:35:41;Europe Momentum;184,2;11,48;19,0;165,2;13,8;15,4;11,5
2026.04.09 17:35:41;Defense;6611,0;10,30;617,1;5993,9;54,5;60,1;10,3
2026.04.09 17:35:41;Europe Defence;3780,1;07,72;270,9;3509,2;31,6;34,1;7,7
2026.04.09 17:35:41;Poland;4129,7;11,42;423,4;3706,3;27,9;31,1;11,4
2026.04.09 17:35:41;Innovators;2103,4;19,34;340,8;1762,6;67,8;80,9;19,3
2026.04.09 17:35:41;Semiconductors;8084,3;41,13;2356,0;5728,3;57,9;81,7;41,1
2026.04.09 17:35:41;Euro Stoxx Banks;5426,4;09,47;469,6;4956,9;291,6;319,2;9,5
2026.04.09 17:35:41;Canada;1499,1;09,37;128,4;1370,7;228,5;249,9;9,4
2026.04.09 17:35:41;NASDAQ 100;8568,0;05,61;455,0;8113,0;1159,0;1224,0;5,6
2026.04.09 17:35:41;UK;875,4;08,38;67,7;807,7;20,2;21,9;8,4
2026.04.09 17:35:41;All-World;14794,0;02,47;357,0;14437,0;144,4;147,9;2,5
2026.04.09 17:35:41;Japan;6126,0;17,62;917,7;5208,3;43,4;51,1;17,6
2026.04.09 17:35:41;ATX;3339,1;03,56;114,9;3224,2;111,2;115,1;3,6
2026.04.09 17:35:41;Spain;3502,6;02,83;96,6;3406,1;55,8;57,4;2,8
2026.04.09 17:42:41;Global Hydrogen;13017,6;20,74;2235,8;10781,8;599,0;723,2;20,7
2026.04.09 17:42:41;Europe Momentum;184,2;11,49;19,0;165,2;13,8;15,4;11,5
2026.04.09 17:42:41;Defense;6603,3;10,17;609,4;5993,9;54,5;60,0;10,2
2026.04.09 17:42:41;Europe Defence;3772,3;07,50;263,1;3509,2;31,6;34,0;7,5
2026.04.09 17:42:41;Poland;4129,7;11,42;423,4;3706,3;27,9;31,1;11,4
2026.04.09 17:42:41;Innovators;2100,3;19,16;337,7;1762,6;67,8;80,8;19,2
2026.04.09 17:42:41;Semiconductors;8073,5;40,94;2345,1;5728,3;57,9;81,6;40,9
2026.04.09 17:42:41;Euro Stoxx Banks;5424,7;09,44;467,9;4956,9;291,6;319,1;9,4
2026.04.09 17:42:41;Canada;1499,1;09,37;128,4;1370,7;228,5;249,9;9,4
2026.04.09 17:42:41;NASDAQ 100;8552,6;05,42;439,6;8113,0;1159,0;1221,8;5,4
2026.04.09 17:42:41;UK;875,4;08,38;67,7;807,7;20,2;21,9;8,4
2026.04.09 17:42:41;All-World;14786,0;02,42;349,0;14437,0;144,4;147,9;2,4
2026.04.09 17:42:41;Japan;6126,0;17,62;917,7;5208,3;43,4;51,1;17,6
2026.04.09 17:42:41;ATX;3339,1;03,56;114,9;3224,2;111,2;115,1;3,6
2026.04.09 17:42:41;Spain;3511,2;03,09;105,1;3406,1;55,8;57,6;3,1
2026.04.09 17:49:41;Global Hydrogen;13026,6;20,82;2244,8;10781,8;599,0;723,7;20,8
2026.04.09 17:49:41;Europe Momentum;184,4;11,59;19,2;165,2;13,8;15,4;11,6
2026.04.09 17:49:41;Defense;6604,4;10,19;610,5;5993,9;54,5;60,0;10,2
2026.04.09 17:49:41;Europe Defence;3775,1;07,58;265,9;3509,2;31,6;34,0;7,6
2026.04.09 17:49:41;Poland;4127,7;11,37;421,4;3706,3;27,9;31,0;11,4
2026.04.09 17:49:41;Innovators;2103,1;19,32;340,5;1762,6;67,8;80,9;19,3
2026.04.09 17:49:41;Semiconductors;8081,4;41,08;2353,0;5728,3;57,9;81,6;41,1
2026.04.09 17:49:41;Euro Stoxx Banks;5424,7;09,44;467,9;4956,9;291,6;319,1;9,4
2026.04.09 17:49:41;Canada;1498,5;09,32;127,8;1370,7;228,5;249,8;9,3
2026.04.09 17:49:41;NASDAQ 100;8554,0;05,44;441,0;8113,0;1159,0;1222,0;5,4
2026.04.09 17:49:41;UK;874,2;08,23;66,5;807,7;20,2;21,9;8,2
2026.04.09 17:49:41;All-World;14790,0;02,45;353,0;14437,0;144,4;147,9;2,4
2026.04.09 17:49:41;Japan;6126,0;17,62;917,7;5208,3;43,4;51,1;17,6
2026.04.09 17:49:41;ATX;3339,1;03,56;114,9;3224,2;111,2;115,1;3,6
2026.04.09 17:49:41;Spain;3511,2;03,09;105,1;3406,1;55,8;57,6;3,1
2026.04.10 09:34:42;Global Hydrogen;13017,6;20,74;2235,8;10781,8;599,0;723,2;20,7
2026.04.10 09:34:42;Europe Momentum;185,0;11,94;19,7;165,2;13,8;15,4;11,9
2026.04.10 09:34:42;Defense;6564,8;09,53;570,9;5993,9;54,5;59,7;9,5
2026.04.10 09:34:42;Europe Defence;3766,2;07,32;257,0;3509,2;31,6;33,9;7,3
2026.04.10 09:34:42;Poland;4121,7;11,21;415,4;3706,3;27,9;31,0;11,2
2026.04.10 09:34:42;Innovators;2087,8;18,45;325,2;1762,6;67,8;80,3;18,5
2026.04.10 09:34:42;Semiconductors;8170,5;42,63;2442,1;5728,3;57,9;82,5;42,6
2026.04.10 09:34:42;Euro Stoxx Banks;5438,3;09,71;481,5;4956,9;291,6;319,9;9,7
2026.04.10 09:34:42;Canada;1496,1;09,15;125,4;1370,7;228,5;249,4;9,1
2026.04.10 09:34:42;NASDAQ 100;8618,4;06,23;505,4;8113,0;1159,0;1231,2;6,2
2026.04.10 09:34:42;UK;875,2;08,36;67,5;807,7;20,2;21,9;8,4
2026.04.10 09:34:42;All-World;14860,0;02,93;423,0;14437,0;144,4;148,6;2,9
2026.04.10 09:34:42;Japan;6128,4;17,67;920,1;5208,3;43,4;51,1;17,7
2026.04.10 09:34:42;ATX;3351,8;03,96;127,7;3224,2;111,2;115,6;4,0
2026.04.10 09:34:42;Spain;3521,5;03,39;115,5;3406,1;55,8;57,7;3,4
2026.04.10 09:41:42;Global Hydrogen;13066,2;21,19;2284,4;10781,8;599,0;725,9;21,2
2026.04.10 09:41:42;Europe Momentum;184,9;11,91;19,7;165,2;13,8;15,4;11,9
2026.04.10 09:41:42;Defense;6571,4;09,64;577,5;5993,9;54,5;59,7;9,6
2026.04.10 09:41:42;Europe Defence;3769,0;07,40;259,8;3509,2;31,6;34,0;7,4
2026.04.10 09:41:42;Poland;4121,0;11,19;414,7;3706,3;27,9;31,0;11,2
2026.04.10 09:41:42;Innovators;2091,2;18,64;328,6;1762,6;67,8;80,4;18,6
2026.04.10 09:41:42;Semiconductors;8177,4;42,75;2449,1;5728,3;57,9;82,6;42,8
2026.04.10 09:41:42;Euro Stoxx Banks;5438,3;09,71;481,5;4956,9;291,6;319,9;9,7
2026.04.10 09:41:42;Canada;1496,1;09,15;125,4;1370,7;228,5;249,4;9,1
2026.04.10 09:41:42;NASDAQ 100;8624,0;06,30;511,0;8113,0;1159,0;1232,0;6,3
2026.04.10 09:41:42;UK;875,2;08,36;67,5;807,7;20,2;21,9;8,4
2026.04.10 09:41:42;All-World;14866,0;02,97;429,0;14437,0;144,4;148,7;3,0
2026.04.10 09:41:42;Japan;6122,4;17,55;914,1;5208,3;43,4;51,0;17,6
2026.04.10 09:41:42;ATX;3349,5;03,89;125,3;3224,2;111,2;115,5;3,9
2026.04.10 09:41:42;Spain;3521,5;03,39;115,5;3406,1;55,8;57,7;3,4
2026.04.10 09:48:42;Global Hydrogen;13073,4;21,25;2291,6;10781,8;599,0;726,3;21,3
2026.04.10 09:48:42;Europe Momentum;184,9;11,90;19,7;165,2;13,8;15,4;11,9
2026.04.10 09:48:42;Defense;6571,4;09,64;577,5;5993,9;54,5;59,7;9,6
2026.04.10 09:48:42;Europe Defence;3766,2;07,32;257,0;3509,2;31,6;33,9;7,3
2026.04.10 09:48:42;Poland;4117,0;11,08;410,7;3706,3;27,9;31,0;11,1
2026.04.10 09:48:42;Innovators;2092,0;18,69;329,4;1762,6;67,8;80,5;18,7
2026.04.10 09:48:42;Semiconductors;8181,4;42,82;2453,0;5728,3;57,9;82,6;42,8
2026.04.10 09:48:42;Euro Stoxx Banks;5443,4;09,82;486,6;4956,9;291,6;320,2;9,8
2026.04.10 09:48:42;Canada;1496,1;09,15;125,4;1370,7;228,5;249,4;9,1
2026.04.10 09:48:42;NASDAQ 100;8625,4;06,32;512,4;8113,0;1159,0;1232,2;6,3
2026.04.10 09:48:42;UK;877,2;08,60;69,5;807,7;20,2;21,9;8,6
2026.04.10 09:48:42;All-World;14872,0;03,01;435,0;14437,0;144,4;148,7;3,0
2026.04.10 09:48:42;Japan;6129,6;17,69;921,3;5208,3;43,4;51,1;17,7
2026.04.10 09:48:42;ATX;3352,4;03,98;128,2;3224,2;111,2;115,6;4,0
2026.04.10 09:48:42;Spain;3522,8;03,43;116,7;3406,1;55,8;57,8;3,4
2026.04.10 09:55:42;Global Hydrogen;13082,4;21,34;2300,6;10781,8;599,0;726,8;21,3
2026.04.10 09:55:42;Europe Momentum;184,9;11,90;19,7;165,2;13,8;15,4;11,9
2026.04.10 09:55:42;Defense;6572,5;09,65;578,6;5993,9;54,5;59,8;9,7
2026.04.10 09:55:42;Europe Defence;3761,8;07,20;252,6;3509,2;31,6;33,9;7,2
2026.04.10 09:55:42;Poland;4125,0;11,30;418,7;3706,3;27,9;31,0;11,3
2026.04.10 09:55:42;Innovators;2093,0;18,75;330,4;1762,6;67,8;80,5;18,7
2026.04.10 09:55:42;Semiconductors;8176,4;42,74;2448,1;5728,3;57,9;82,6;42,7
2026.04.10 09:55:42;Euro Stoxx Banks;5444,3;09,83;487,4;4956,9;291,6;320,3;9,8
2026.04.10 09:55:42;Canada;1496,1;09,15;125,4;1370,7;228,5;249,4;9,1
2026.04.10 09:55:42;NASDAQ 100;8626,8;06,33;513,8;8113,0;1159,0;1232,4;6,3
2026.04.10 09:55:42;UK;877,2;08,60;69,5;807,7;20,2;21,9;8,6
2026.04.10 09:55:42;All-World;14872,0;03,01;435,0;14437,0;144,4;148,7;3,0
2026.04.10 09:55:42;Japan;6129,6;17,69;921,3;5208,3;43,4;51,1;17,7
2026.04.10 09:55:42;ATX;3352,4;03,98;128,2;3224,2;111,2;115,6;4,0
2026.04.10 09:55:42;Spain;3522,8;03,43;116,7;3406,1;55,8;57,8;3,4
2026.04.10 10:02:42;Global Hydrogen;13082,4;21,34;2300,6;10781,8;599,0;726,8;21,3
2026.04.10 10:02:42;Europe Momentum;185,1;12,01;19,9;165,2;13,8;15,4;12,0
2026.04.10 10:02:42;Defense;6569,2;09,60;575,3;5993,9;54,5;59,7;9,6
2026.04.10 10:02:42;Europe Defence;3754,6;06,99;245,3;3509,2;31,6;33,8;7,0
2026.04.10 10:02:42;Poland;4121,0;11,19;414,7;3706,3;27,9;31,0;11,2
2026.04.10 10:02:42;Innovators;2089,6;18,55;327,0;1762,6;67,8;80,4;18,6
2026.04.10 10:02:42;Semiconductors;8150,7;42,29;2422,3;5728,3;57,9;82,3;42,3
2026.04.10 10:02:42;Euro Stoxx Banks;5437,5;09,70;480,6;4956,9;291,6;319,9;9,7
2026.04.10 10:02:42;Canada;1496,1;09,15;125,4;1370,7;228,5;249,4;9,1
2026.04.10 10:02:42;NASDAQ 100;8622,6;06,28;509,6;8113,0;1159,0;1231,8;6,3
2026.04.10 10:02:42;UK;877,2;08,60;69,5;807,7;20,2;21,9;8,6
2026.04.10 10:02:42;All-World;14868,0;02,99;431,0;14437,0;144,4;148,7;3,0
2026.04.10 10:02:42;Japan;6129,6;17,69;921,3;5208,3;43,4;51,1;17,7
2026.04.10 10:02:42;ATX;3352,4;03,98;128,2;3224,2;111,2;115,6;4,0
2026.04.10 10:02:42;Spain;3520,3;03,35;114,3;3406,1;55,8;57,7;3,4
2026.04.10 10:09:42;Global Hydrogen;13082,4;21,34;2300,6;10781,8;599,0;726,8;21,3
2026.04.10 10:09:42;Europe Momentum;185,1;12,03;19,9;165,2;13,8;15,4;12,0
2026.04.10 10:09:42;Defense;6567,0;09,56;573,1;5993,9;54,5;59,7;9,6
2026.04.10 10:09:42;Europe Defence;3757,4;07,07;248,1;3509,2;31,6;33,9;7,1
2026.04.10 10:09:42;Poland;4123,0;11,24;416,7;3706,3;27,9;31,0;11,2
2026.04.10 10:09:42;Innovators;2092,0;18,69;329,4;1762,6;67,8;80,5;18,7
2026.04.10 10:09:42;Semiconductors;8154,6;42,36;2426,3;5728,3;57,9;82,4;42,4
2026.04.10 10:09:42;Euro Stoxx Banks;5437,5;09,70;480,6;4956,9;291,6;319,9;9,7
2026.04.10 10:09:42;Canada;1496,1;09,15;125,4;1370,7;228,5;249,4;9,1
2026.04.10 10:09:42;NASDAQ 100;8628,2;06,35;515,2;8113,0;1159,0;1232,6;6,4
2026.04.10 10:09:42;UK;877,2;08,60;69,5;807,7;20,2;21,9;8,6
2026.04.10 10:09:42;All-World;14876,0;03,04;439,0;14437,0;144,4;148,8;3,0
2026.04.10 10:09:42;Japan;6129,6;17,69;921,3;5208,3;43,4;51,1;17,7
2026.04.10 10:09:42;ATX;3352,4;03,98;128,2;3224,2;111,2;115,6;4,0
2026.04.10 10:09:42;Spain;3520,3;03,35;114,3;3406,1;55,8;57,7;3,4
2026.04.10 10:16:42;Global Hydrogen;13082,4;21,34;2300,6;10781,8;599,0;726,8;21,3
2026.04.10 10:16:42;Europe Momentum;185,1;12,03;19,9;165,2;13,8;15,4;12,0
2026.04.10 10:16:42;Defense;6565,9;09,54;572,0;5993,9;54,5;59,7;9,5
2026.04.10 10:16:42;Europe Defence;3751,8;06,91;242,6;3509,2;31,6;33,8;6,9
2026.04.10 10:16:42;Poland;4121,7;11,21;415,4;3706,3;27,9;31,0;11,2
2026.04.10 10:16:42;Innovators;2088,8;18,51;326,2;1762,6;67,8;80,3;18,5
2026.04.10 10:16:42;Semiconductors;8173,4;42,68;2445,1;5728,3;57,9;82,6;42,7
2026.04.10 10:16:42;Euro Stoxx Banks;5436,6;09,68;479,8;4956,9;291,6;319,8;9,7
2026.04.10 10:16:42;Canada;1496,7;09,19;126,0;1370,7;228,5;249,5;9,2
2026.04.10 10:16:42;NASDAQ 100;8628,2;06,35;515,2;8113,0;1159,0;1232,6;6,4
2026.04.10 10:16:42;UK;877,2;08,60;69,5;807,7;20,2;21,9;8,6
2026.04.10 10:16:42;All-World;14874,0;03,03;437,0;14437,0;144,4;148,7;3,0
2026.04.10 10:16:42;Japan;6156,0;18,20;947,7;5208,3;43,4;51,3;18,2
2026.04.10 10:16:42;ATX;3349,5;03,89;125,3;3224,2;111,2;115,5;3,9
2026.04.10 10:16:42;Spain;3519,7;03,34;113,6;3406,1;55,8;57,7;3,3
2026.04.10 10:23:42;Global Hydrogen;13082,4;21,34;2300,6;10781,8;599,0;726,8;21,3
2026.04.10 10:23:42;Europe Momentum;184,8;11,84;19,6;165,2;13,8;15,4;11,8
2026.04.10 10:23:42;Defense;6563,7;09,51;569,8;5993,9;54,5;59,7;9,5
2026.04.10 10:23:42;Europe Defence;3745,1;06,72;235,9;3509,2;31,6;33,7;6,7
2026.04.10 10:23:42;Poland;4121,7;11,21;415,4;3706,3;27,9;31,0;11,2
2026.04.10 10:23:42;Innovators;2091,2;18,64;328,6;1762,6;67,8;80,4;18,6
2026.04.10 10:23:42;Semiconductors;8176,4;42,74;2448,1;5728,3;57,9;82,6;42,7
