yyyy.MM.dd_HH:mm:ss;name;value;profitP;profit;purchase;avgOpenPrice;marketPrice;profit1
2026.03.27 14:15:32;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 14:15:32;Europe Momentum;168,4;01,89;3,1;165,2;13,8;14,0;1,9
2026.03.27 14:15:32;Defense;6336,0;05,71;342,1;5993,9;54,5;57,6;5,7
2026.03.27 14:15:32;Europe Defence;3447,1;-01,77;-62,1;3509,2;31,6;31,1;-1,8
2026.03.27 14:15:32;Poland;3739,3;00,89;33,0;3706,3;27,9;28,1;0,9
2026.03.27 14:15:32;Innovators;1882,4;06,80;119,8;1762,6;67,8;72,4;6,8
2026.03.27 14:15:32;Semiconductors;7320,1;27,79;1591,7;5728,3;57,9;73,9;27,8
2026.03.27 14:15:32;Euro Stoxx Banks;4934,3;-00,46;-22,6;4956,9;291,6;290,3;-0,5
2026.03.27 14:15:32;Canada;1438,8;04,97;68,1;1370,7;228,5;239,8;5,0
2026.03.27 14:15:32;NASDAQ 100;8171,8;00,72;58,8;8113,0;1159,0;1167,4;0,7
2026.03.27 14:15:32;UK;819,8;01,50;12,1;807,7;20,2;20,5;1,5
2026.03.27 14:15:32;All-World;14152,0;-01,97;-285,0;14437,0;144,4;141,5;-2,0
2026.03.27 14:15:32;Japan;5834,4;12,02;626,1;5208,3;43,4;48,6;12,0
2026.03.27 14:15:32;ATX;3110,0;-03,54;-114,2;3224,2;111,2;107,2;-3,5
2026.03.27 14:15:32;Spain;3245,8;-04,70;-160,3;3406,1;55,8;53,2;-4,7
2026.03.27 14:22:32;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 14:22:32;Europe Momentum;168,0;01,67;2,8;165,2;13,8;14,0;1,7
2026.03.27 14:22:32;Defense;6337,1;05,73;343,2;5993,9;54,5;57,6;5,7
2026.03.27 14:22:32;Europe Defence;3436,6;-02,07;-72,7;3509,2;31,6;31,0;-2,1
2026.03.27 14:22:32;Poland;3734,0;00,75;27,7;3706,3;27,9;28,1;0,7
2026.03.27 14:22:32;Innovators;1885,5;06,97;122,9;1762,6;67,8;72,5;7,0
2026.03.27 14:22:32;Semiconductors;7304,2;27,51;1575,9;5728,3;57,9;73,8;27,5
2026.03.27 14:22:32;Euro Stoxx Banks;4912,2;-00,90;-44,7;4956,9;291,6;289,0;-0,9
2026.03.27 14:22:32;Canada;1438,8;04,97;68,1;1370,7;228,5;239,8;5,0
2026.03.27 14:22:32;NASDAQ 100;8167,6;00,67;54,6;8113,0;1159,0;1166,8;0,7
2026.03.27 14:22:32;UK;819,8;01,50;12,1;807,7;20,2;20,5;1,5
2026.03.27 14:22:32;All-World;14140,0;-02,06;-297,0;14437,0;144,4;141,4;-2,1
2026.03.27 14:22:32;Japan;5834,4;12,02;626,1;5208,3;43,4;48,6;12,0
2026.03.27 14:22:32;ATX;3110,0;-03,54;-114,2;3224,2;111,2;107,2;-3,5
2026.03.27 14:22:32;Spain;3243,4;-04,78;-162,7;3406,1;55,8;53,2;-4,8
2026.03.27 14:29:31;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 14:29:31;Europe Momentum;168,0;01,67;2,8;165,2;13,8;14,0;1,7
2026.03.27 14:29:31;Defense;6337,1;05,73;343,2;5993,9;54,5;57,6;5,7
2026.03.27 14:29:31;Europe Defence;3437,7;-02,04;-71,6;3509,2;31,6;31,0;-2,0
2026.03.27 14:29:31;Poland;3729,3;00,62;23,0;3706,3;27,9;28,0;0,6
2026.03.27 14:29:31;Innovators;1885,5;06,97;122,9;1762,6;67,8;72,5;7,0
2026.03.27 14:29:31;Semiconductors;7305,2;27,53;1576,9;5728,3;57,9;73,8;27,5
2026.03.27 14:29:31;Euro Stoxx Banks;4900,3;-01,14;-56,6;4956,9;291,6;288,3;-1,1
2026.03.27 14:29:31;Canada;1438,8;04,97;68,1;1370,7;228,5;239,8;5,0
2026.03.27 14:29:31;NASDAQ 100;8162,0;00,60;49,0;8113,0;1159,0;1166,0;0,6
2026.03.27 14:29:31;UK;817,6;01,23;9,9;807,7;20,2;20,4;1,2
2026.03.27 14:29:31;All-World;14132,0;-02,11;-305,0;14437,0;144,4;141,3;-2,1
2026.03.27 14:29:31;Japan;5834,4;12,02;626,1;5208,3;43,4;48,6;12,0
2026.03.27 14:29:31;ATX;3110,0;-03,54;-114,2;3224,2;111,2;107,2;-3,5
2026.03.27 14:29:31;Spain;3236,1;-04,99;-170,0;3406,1;55,8;53,1;-5,0
2026.03.27 14:36:32;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 14:36:32;Europe Momentum;168,0;01,67;2,8;165,2;13,8;14,0;1,7
2026.03.27 14:36:32;Defense;6342,6;05,82;348,7;5993,9;54,5;57,7;5,8
2026.03.27 14:36:32;Europe Defence;3441,0;-01,94;-68,2;3509,2;31,6;31,0;-1,9
2026.03.27 14:36:32;Poland;3732,6;00,71;26,4;3706,3;27,9;28,1;0,7
2026.03.27 14:36:32;Innovators;1894,1;07,46;131,5;1762,6;67,8;72,9;7,5
2026.03.27 14:36:32;Semiconductors;7315,1;27,70;1586,8;5728,3;57,9;73,9;27,7
2026.03.27 14:36:32;Euro Stoxx Banks;4907,1;-01,00;-49,8;4956,9;291,6;288,7;-1,0
2026.03.27 14:36:32;Canada;1436,7;04,82;66,0;1370,7;228,5;239,5;4,8
2026.03.27 14:36:32;NASDAQ 100;8171,8;00,72;58,8;8113,0;1159,0;1167,4;0,7
2026.03.27 14:36:32;UK;817,6;01,23;9,9;807,7;20,2;20,4;1,2
2026.03.27 14:36:32;All-World;14142,0;-02,04;-295,0;14437,0;144,4;141,4;-2,0
2026.03.27 14:36:32;Japan;5834,4;12,02;626,1;5208,3;43,4;48,6;12,0
2026.03.27 14:36:32;ATX;3110,0;-03,54;-114,2;3224,2;111,2;107,2;-3,5
2026.03.27 14:36:32;Spain;3236,1;-04,99;-170,0;3406,1;55,8;53,1;-5,0
2026.03.27 14:43:31;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 14:43:31;Europe Momentum;168,2;01,82;3,0;165,2;13,8;14,0;1,8
2026.03.27 14:43:31;Defense;6349,2;05,93;355,3;5993,9;54,5;57,7;5,9
2026.03.27 14:43:31;Europe Defence;3441,0;-01,94;-68,2;3509,2;31,6;31,0;-1,9
2026.03.27 14:43:31;Poland;3732,6;00,71;26,4;3706,3;27,9;28,1;0,7
2026.03.27 14:43:31;Innovators;1898,0;07,68;135,4;1762,6;67,8;73,0;7,7
2026.03.27 14:43:31;Semiconductors;7322,0;27,82;1593,7;5728,3;57,9;74,0;27,8
2026.03.27 14:43:31;Euro Stoxx Banks;4911,3;-00,92;-45,6;4956,9;291,6;288,9;-0,9
2026.03.27 14:43:31;Canada;1436,7;04,82;66,0;1370,7;228,5;239,5;4,8
2026.03.27 14:43:31;NASDAQ 100;8176,0;00,78;63,0;8113,0;1159,0;1168,0;0,8
2026.03.27 14:43:31;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 14:43:31;All-World;14148,0;-02,00;-289,0;14437,0;144,4;141,5;-2,0
2026.03.27 14:43:31;Japan;5834,4;12,02;626,1;5208,3;43,4;48,6;12,0
2026.03.27 14:43:31;ATX;3110,0;-03,54;-114,2;3224,2;111,2;107,2;-3,5
2026.03.27 14:43:31;Spain;3242,8;-04,79;-163,3;3406,1;55,8;53,2;-4,8
2026.03.27 14:50:32;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 14:50:32;Europe Momentum;168,0;01,69;2,8;165,2;13,8;14,0;1,7
2026.03.27 14:50:32;Defense;6340,4;05,78;346,5;5993,9;54,5;57,6;5,8
2026.03.27 14:50:32;Europe Defence;3439,9;-01,98;-69,3;3509,2;31,6;31,0;-2,0
2026.03.27 14:50:32;Poland;3732,6;00,71;26,4;3706,3;27,9;28,1;0,7
2026.03.27 14:50:32;Innovators;1885,0;06,94;122,4;1762,6;67,8;72,5;6,9
2026.03.27 14:50:32;Semiconductors;7317,1;27,73;1588,8;5728,3;57,9;73,9;27,7
2026.03.27 14:50:32;Euro Stoxx Banks;4911,3;-00,92;-45,6;4956,9;291,6;288,9;-0,9
2026.03.27 14:50:32;Canada;1439,4;05,01;68,7;1370,7;228,5;239,9;5,0
2026.03.27 14:50:32;NASDAQ 100;8145,2;00,40;32,2;8113,0;1159,0;1163,6;0,4
2026.03.27 14:50:32;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 14:50:32;All-World;14108,0;-02,28;-329,0;14437,0;144,4;141,1;-2,3
2026.03.27 14:50:32;Japan;5815,8;11,66;607,5;5208,3;43,4;48,5;11,7
2026.03.27 14:50:32;ATX;3110,0;-03,54;-114,2;3224,2;111,2;107,2;-3,5
2026.03.27 14:50:32;Spain;3237,3;-04,96;-168,8;3406,1;55,8;53,1;-5,0
2026.03.27 14:57:31;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 14:57:31;Europe Momentum;168,3;01,88;3,1;165,2;13,8;14,0;1,9
2026.03.27 14:57:31;Defense;6345,9;05,87;352,0;5993,9;54,5;57,7;5,9
2026.03.27 14:57:31;Europe Defence;3444,9;-01,83;-64,3;3509,2;31,6;31,0;-1,8
2026.03.27 14:57:32;Poland;3732,0;00,69;25,7;3706,3;27,9;28,1;0,7
2026.03.27 14:57:32;Innovators;1893,8;07,45;131,2;1762,6;67,8;72,8;7,4
2026.03.27 14:57:32;Semiconductors;7335,9;28,06;1607,6;5728,3;57,9;74,1;28,1
2026.03.27 14:57:32;Euro Stoxx Banks;4916,4;-00,82;-40,5;4956,9;291,6;289,2;-0,8
2026.03.27 14:57:32;Canada;1437,3;04,86;66,6;1370,7;228,5;239,6;4,9
2026.03.27 14:57:32;NASDAQ 100;8155,0;00,52;42,0;8113,0;1159,0;1165,0;0,5
2026.03.27 14:57:32;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 14:57:32;All-World;14120,0;-02,20;-317,0;14437,0;144,4;141,2;-2,2
2026.03.27 14:57:32;Japan;5815,8;11,66;607,5;5208,3;43,4;48,5;11,7
2026.03.27 14:57:32;ATX;3110,0;-03,54;-114,2;3224,2;111,2;107,2;-3,5
2026.03.27 14:57:32;Spain;3239,1;-04,90;-167,0;3406,1;55,8;53,1;-4,9
2026.03.27 15:04:31;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 15:04:31;Europe Momentum;168,9;02,20;3,6;165,2;13,8;14,1;2,2
2026.03.27 15:04:31;Defense;6353,6;06,00;359,7;5993,9;54,5;57,8;6,0
2026.03.27 15:04:31;Europe Defence;3445,4;-01,82;-63,8;3509,2;31,6;31,0;-1,8
2026.03.27 15:04:31;Poland;3744,6;01,03;38,3;3706,3;27,9;28,2;1,0
2026.03.27 15:04:31;Innovators;1893,3;07,42;130,7;1762,6;67,8;72,8;7,4
2026.03.27 15:04:31;Semiconductors;7347,8;28,27;1619,4;5728,3;57,9;74,2;28,3
2026.03.27 15:04:31;Euro Stoxx Banks;4926,6;-00,61;-30,2;4956,9;291,6;289,8;-0,6
2026.03.27 15:04:31;Canada;1437,3;04,86;66,6;1370,7;228,5;239,6;4,9
2026.03.27 15:04:31;NASDAQ 100;8170,4;00,71;57,4;8113,0;1159,0;1167,2;0,7
2026.03.27 15:04:31;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 15:04:31;All-World;14152,0;-01,97;-285,0;14437,0;144,4;141,5;-2,0
2026.03.27 15:04:31;Japan;5815,8;11,66;607,5;5208,3;43,4;48,5;11,7
2026.03.27 15:04:31;ATX;3110,0;-03,54;-114,2;3224,2;111,2;107,2;-3,5
2026.03.27 15:04:31;Spain;3239,1;-04,90;-167,0;3406,1;55,8;53,1;-4,9
2026.03.27 15:11:31;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 15:11:31;Europe Momentum;168,2;01,77;2,9;165,2;13,8;14,0;1,8
2026.03.27 15:11:31;Defense;6303,0;05,16;309,1;5993,9;54,5;57,3;5,2
2026.03.27 15:11:31;Europe Defence;3428,8;-02,29;-80,4;3509,2;31,6;30,9;-2,3
2026.03.27 15:11:31;Poland;3734,6;00,77;28,4;3706,3;27,9;28,1;0,8
2026.03.27 15:11:31;Innovators;1858,0;05,41;95,4;1762,6;67,8;71,5;5,4
2026.03.27 15:11:31;Semiconductors;7276,5;27,03;1548,2;5728,3;57,9;73,5;27,0
2026.03.27 15:11:31;Euro Stoxx Banks;4916,4;-00,82;-40,5;4956,9;291,6;289,2;-0,8
2026.03.27 15:11:31;Canada;1437,3;04,86;66,6;1370,7;228,5;239,6;4,9
2026.03.27 15:11:31;NASDAQ 100;8128,4;00,19;15,4;8113,0;1159,0;1161,2;0,2
2026.03.27 15:11:31;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 15:11:31;All-World;14090,0;-02,40;-347,0;14437,0;144,4;140,9;-2,4
2026.03.27 15:11:31;Japan;5815,8;11,66;607,5;5208,3;43,4;48,5;11,7
2026.03.27 15:11:31;ATX;3110,0;-03,54;-114,2;3224,2;111,2;107,2;-3,5
2026.03.27 15:11:31;Spain;3237,3;-04,96;-168,8;3406,1;55,8;53,1;-5,0
2026.03.27 15:18:32;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 15:18:32;Europe Momentum;168,3;01,86;3,1;165,2;13,8;14,0;1,9
2026.03.27 15:18:32;Defense;6301,9;05,14;308,0;5993,9;54,5;57,3;5,1
2026.03.27 15:18:32;Europe Defence;3424,4;-02,42;-84,9;3509,2;31,6;30,9;-2,4
2026.03.27 15:18:32;Poland;3734,0;00,75;27,7;3706,3;27,9;28,1;0,7
2026.03.27 15:18:32;Innovators;1867,6;05,96;105,0;1762,6;67,8;71,8;6,0
2026.03.27 15:18:32;Semiconductors;7282,4;27,13;1554,1;5728,3;57,9;73,6;27,1
2026.03.27 15:18:32;Euro Stoxx Banks;4923,2;-00,68;-33,6;4956,9;291,6;289,6;-0,7
2026.03.27 15:18:32;Canada;1437,3;04,86;66,6;1370,7;228,5;239,6;4,9
2026.03.27 15:18:32;NASDAQ 100;8128,4;00,19;15,4;8113,0;1159,0;1161,2;0,2
2026.03.27 15:18:32;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 15:18:32;All-World;14096,0;-02,36;-341,0;14437,0;144,4;141,0;-2,4
2026.03.27 15:18:32;Japan;5815,8;11,66;607,5;5208,3;43,4;48,5;11,7
2026.03.27 15:18:32;ATX;3126,8;-03,02;-97,4;3224,2;111,2;107,8;-3,0
2026.03.27 15:18:32;Spain;3237,3;-04,96;-168,8;3406,1;55,8;53,1;-5,0
2026.03.27 15:25:32;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 15:25:32;Europe Momentum;168,7;02,09;3,5;165,2;13,8;14,1;2,1
2026.03.27 15:25:32;Defense;6308,5;05,25;314,6;5993,9;54,5;57,4;5,2
2026.03.27 15:25:32;Europe Defence;3433,8;-02,15;-75,4;3509,2;31,6;30,9;-2,1
2026.03.27 15:25:32;Poland;3744,0;01,02;37,7;3706,3;27,9;28,2;1,0
2026.03.27 15:25:32;Innovators;1858,5;05,44;95,9;1762,6;67,8;71,5;5,4
2026.03.27 15:25:32;Semiconductors;7279,5;27,08;1551,1;5728,3;57,9;73,5;27,1
2026.03.27 15:25:32;Euro Stoxx Banks;4913,9;-00,87;-43,0;4956,9;291,6;289,1;-0,9
2026.03.27 15:25:32;Canada;1437,3;04,86;66,6;1370,7;228,5;239,6;4,9
2026.03.27 15:25:32;NASDAQ 100;8120,0;00,09;7,0;8113,0;1159,0;1160,0;0,1
2026.03.27 15:25:32;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 15:25:32;All-World;14092,0;-02,39;-345,0;14437,0;144,4;140,9;-2,4
2026.03.27 15:25:32;Japan;5815,8;11,66;607,5;5208,3;43,4;48,5;11,7
2026.03.27 15:25:32;ATX;3126,8;-03,02;-97,4;3224,2;111,2;107,8;-3,0
2026.03.27 15:25:32;Spain;3243,4;-04,78;-162,7;3406,1;55,8;53,2;-4,8
2026.03.27 15:32:31;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 15:32:31;Europe Momentum;168,7;02,09;3,5;165,2;13,8;14,1;2,1
2026.03.27 15:32:31;Defense;6319,5;05,43;325,6;5993,9;54,5;57,5;5,4
2026.03.27 15:32:31;Europe Defence;3430,5;-02,24;-78,8;3509,2;31,6;30,9;-2,2
2026.03.27 15:32:31;Poland;3744,0;01,02;37,7;3706,3;27,9;28,2;1,0
2026.03.27 15:32:31;Innovators;1869,7;06,07;107,1;1762,6;67,8;71,9;6,1
2026.03.27 15:32:31;Semiconductors;7279,5;27,08;1551,1;5728,3;57,9;73,5;27,1
2026.03.27 15:32:31;Euro Stoxx Banks;4935,1;-00,44;-21,7;4956,9;291,6;290,3;-0,4
2026.03.27 15:32:31;Canada;1437,3;04,86;66,6;1370,7;228,5;239,6;4,9
2026.03.27 15:32:31;NASDAQ 100;8131,2;00,22;18,2;8113,0;1159,0;1161,6;0,2
2026.03.27 15:32:31;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 15:32:31;All-World;14116,0;-02,22;-321,0;14437,0;144,4;141,2;-2,2
2026.03.27 15:32:31;Japan;5815,8;11,66;607,5;5208,3;43,4;48,5;11,7
2026.03.27 15:32:31;ATX;3126,8;-03,02;-97,4;3224,2;111,2;107,8;-3,0
2026.03.27 15:32:31;Spain;3243,4;-04,78;-162,7;3406,1;55,8;53,2;-4,8
2026.03.27 15:39:31;Global Hydrogen;12225,6;13,39;1443,8;10781,8;599,0;679,2;13,4
2026.03.27 15:39:31;Europe Momentum;168,7;02,11;3,5;165,2;13,8;14,1;2,1
2026.03.27 15:39:31;Defense;6300,8;05,12;306,9;5993,9;54,5;57,3;5,1
2026.03.27 15:39:31;Europe Defence;3428,8;-02,29;-80,4;3509,2;31,6;30,9;-2,3
2026.03.27 15:39:31;Poland;3746,6;01,09;40,3;3706,3;27,9;28,2;1,1
2026.03.27 15:39:31;Innovators;1850,7;05,00;88,1;1762,6;67,8;71,2;5,0
2026.03.27 15:39:31;Semiconductors;7293,3;27,32;1565,0;5728,3;57,9;73,7;27,3
2026.03.27 15:39:31;Euro Stoxx Banks;4938,5;-00,37;-18,4;4956,9;291,6;290,5;-0,4
2026.03.27 15:39:31;Canada;1437,3;04,86;66,6;1370,7;228,5;239,6;4,9
2026.03.27 15:39:31;NASDAQ 100;8124,2;00,14;11,2;8113,0;1159,0;1160,6;0,1
2026.03.27 15:39:31;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 15:39:31;All-World;14104,0;-02,31;-333,0;14437,0;144,4;141,0;-2,3
2026.03.27 15:39:31;Japan;5845,8;12,24;637,5;5208,3;43,4;48,7;12,2
2026.03.27 15:39:31;ATX;3127,4;-03,00;-96,8;3224,2;111,2;107,8;-3,0
2026.03.27 15:39:31;Spain;3251,3;-04,54;-154,8;3406,1;55,8;53,3;-4,5
2026.03.27 15:46:31;Global Hydrogen;12249,0;13,61;1467,2;10781,8;599,0;680,5;13,6
2026.03.27 15:46:31;Europe Momentum;168,7;02,11;3,5;165,2;13,8;14,1;2,1
2026.03.27 15:46:31;Defense;6297,5;05,07;303,6;5993,9;54,5;57,3;5,1
2026.03.27 15:46:31;Europe Defence;3419,9;-02,55;-89,3;3509,2;31,6;30,8;-2,5
2026.03.27 15:46:31;Poland;3746,6;01,09;40,3;3706,3;27,9;28,2;1,1
2026.03.27 15:46:31;Innovators;1846,8;04,78;84,2;1762,6;67,8;71,0;4,8
2026.03.27 15:46:31;Semiconductors;7275,5;27,01;1547,2;5728,3;57,9;73,5;27,0
2026.03.27 15:46:31;Euro Stoxx Banks;4931,7;-00,51;-25,1;4956,9;291,6;290,1;-0,5
2026.03.27 15:46:31;Canada;1439,7;05,03;69,0;1370,7;228,5;240,0;5,0
2026.03.27 15:46:31;NASDAQ 100;8125,6;00,16;12,6;8113,0;1159,0;1160,8;0,2
2026.03.27 15:46:31;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 15:46:31;All-World;14098,0;-02,35;-339,0;14437,0;144,4;141,0;-2,3
2026.03.27 15:46:31;Japan;5845,8;12,24;637,5;5208,3;43,4;48,7;12,2
2026.03.27 15:46:31;ATX;3127,4;-03,00;-96,8;3224,2;111,2;107,8;-3,0
2026.03.27 15:46:31;Spain;3251,3;-04,54;-154,8;3406,1;55,8;53,3;-4,5
2026.03.27 15:53:31;Global Hydrogen;12249,0;13,61;1467,2;10781,8;599,0;680,5;13,6
2026.03.27 15:53:31;Europe Momentum;168,7;02,08;3,4;165,2;13,8;14,1;2,1
2026.03.27 15:53:31;Defense;6298,6;05,08;304,7;5993,9;54,5;57,3;5,1
2026.03.27 15:53:31;Europe Defence;3419,9;-02,55;-89,3;3509,2;31,6;30,8;-2,5
2026.03.27 15:53:31;Poland;3746,6;01,09;40,3;3706,3;27,9;28,2;1,1
2026.03.27 15:53:31;Innovators;1838,7;04,32;76,1;1762,6;67,8;70,7;4,3
2026.03.27 15:53:31;Semiconductors;7256,7;26,68;1528,4;5728,3;57,9;73,3;26,7
2026.03.27 15:53:31;Euro Stoxx Banks;4941,9;-00,30;-15,0;4956,9;291,6;290,7;-0,3
2026.03.27 15:53:31;Canada;1439,7;05,03;69,0;1370,7;228,5;240,0;5,0
2026.03.27 15:53:31;NASDAQ 100;8117,2;00,05;4,2;8113,0;1159,0;1159,6;0,1
2026.03.27 15:53:31;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 15:53:31;All-World;14092,0;-02,39;-345,0;14437,0;144,4;140,9;-2,4
2026.03.27 15:53:31;Japan;5845,8;12,24;637,5;5208,3;43,4;48,7;12,2
2026.03.27 15:53:31;ATX;3122,1;-03,16;-102,0;3224,2;111,2;107,7;-3,2
2026.03.27 15:53:31;Spain;3252,5;-04,51;-153,5;3406,1;55,8;53,3;-4,5
2026.03.27 16:00:31;Global Hydrogen;12249,0;13,61;1467,2;10781,8;599,0;680,5;13,6
2026.03.27 16:00:31;Europe Momentum;168,7;02,08;3,4;165,2;13,8;14,1;2,1
2026.03.27 16:00:31;Defense;6298,6;05,08;304,7;5993,9;54,5;57,3;5,1
2026.03.27 16:00:31;Europe Defence;3412,7;-02,75;-96,5;3509,2;31,6;30,7;-2,8
2026.03.27 16:00:31;Poland;3746,6;01,09;40,3;3706,3;27,9;28,2;1,1
2026.03.27 16:00:31;Innovators;1833,0;03,99;70,4;1762,6;67,8;70,5;4,0
2026.03.27 16:00:31;Semiconductors;7256,7;26,68;1528,4;5728,3;57,9;73,3;26,7
2026.03.27 16:00:31;Euro Stoxx Banks;4932,6;-00,49;-24,3;4956,9;291,6;290,2;-0,5
2026.03.27 16:00:31;Canada;1440,9;05,12;70,2;1370,7;228,5;240,2;5,1
2026.03.27 16:00:31;NASDAQ 100;8108,8;-00,05;-4,2;8113,0;1159,0;1158,4;-0,1
2026.03.27 16:00:31;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 16:00:31;All-World;14090,0;-02,40;-347,0;14437,0;144,4;140,9;-2,4
2026.03.27 16:00:31;Japan;5845,8;12,24;637,5;5208,3;43,4;48,7;12,2
2026.03.27 16:00:31;ATX;3122,1;-03,16;-102,0;3224,2;111,2;107,7;-3,2
2026.03.27 16:00:31;Spain;3249,5;-04,60;-156,6;3406,1;55,8;53,3;-4,6
2026.03.27 16:07:32;Global Hydrogen;12249,0;13,61;1467,2;10781,8;599,0;680,5;13,6
2026.03.27 16:07:32;Europe Momentum;168,6;02,05;3,4;165,2;13,8;14,1;2,1
2026.03.27 16:07:32;Defense;6310,7;05,29;316,8;5993,9;54,5;57,4;5,3
2026.03.27 16:07:32;Europe Defence;3417,7;-02,61;-91,5;3509,2;31,6;30,8;-2,6
2026.03.27 16:07:32;Poland;3746,6;01,09;40,3;3706,3;27,9;28,2;1,1
2026.03.27 16:07:32;Innovators;1844,7;04,66;82,1;1762,6;67,8;71,0;4,7
2026.03.27 16:07:32;Semiconductors;7285,4;27,18;1557,1;5728,3;57,9;73,6;27,2
2026.03.27 16:07:32;Euro Stoxx Banks;4929,2;-00,56;-27,7;4956,9;291,6;290,0;-0,6
2026.03.27 16:07:32;Canada;1441,5;05,17;70,8;1370,7;228,5;240,3;5,2
2026.03.27 16:07:32;NASDAQ 100;8131,2;00,22;18,2;8113,0;1159,0;1161,6;0,2
2026.03.27 16:07:32;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 16:07:32;All-World;14110,0;-02,27;-327,0;14437,0;144,4;141,1;-2,3
2026.03.27 16:07:32;Japan;5845,8;12,24;637,5;5208,3;43,4;48,7;12,2
2026.03.27 16:07:32;ATX;3121,0;-03,20;-103,2;3224,2;111,2;107,6;-3,2
2026.03.27 16:07:32;Spain;3249,5;-04,60;-156,6;3406,1;55,8;53,3;-4,6
2026.03.27 16:14:32;Global Hydrogen;12249,0;13,61;1467,2;10781,8;599,0;680,5;13,6
2026.03.27 16:14:32;Europe Momentum;168,5;01,99;3,3;165,2;13,8;14,0;2,0
2026.03.27 16:14:32;Defense;6310,7;05,29;316,8;5993,9;54,5;57,4;5,3
2026.03.27 16:14:32;Europe Defence;3411,6;-02,78;-97,6;3509,2;31,6;30,7;-2,8
2026.03.27 16:14:32;Poland;3759,9;01,45;53,6;3706,3;27,9;28,3;1,4
2026.03.27 16:14:32;Innovators;1844,2;04,63;81,6;1762,6;67,8;70,9;4,6
2026.03.27 16:14:32;Semiconductors;7277,5;27,04;1549,2;5728,3;57,9;73,5;27,0
2026.03.27 16:14:32;Euro Stoxx Banks;4926,6;-00,61;-30,2;4956,9;291,6;289,8;-0,6
2026.03.27 16:14:32;Canada;1443,3;05,30;72,6;1370,7;228,5;240,6;5,3
2026.03.27 16:14:32;NASDAQ 100;8128,4;00,19;15,4;8113,0;1159,0;1161,2;0,2
2026.03.27 16:14:32;UK;819,0;01,40;11,3;807,7;20,2;20,5;1,4
2026.03.27 16:14:32;All-World;14116,0;-02,22;-321,0;14437,0;144,4;141,2;-2,2
2026.03.27 16:14:32;Japan;5811,0;11,57;602,7;5208,3;43,4;48,4;11,6
2026.03.27 16:14:32;ATX;3121,6;-03,18;-102,6;3224,2;111,2;107,6;-3,2
2026.03.27 16:14:32;Spain;3249,5;-04,60;-156,6;3406,1;55,8;53,3;-4,6
2026.03.27 16:21:32;Global Hydrogen;12249,0;13,61;1467,2;10781,8;599,0;680,5;13,6
2026.03.27 16:21:32;Europe Momentum;168,8;02,15;3,6;165,2;13,8;14,1;2,2
2026.03.27 16:21:32;Defense;6317,3;05,40;323,4;5993,9;54,5;57,4;5,4
2026.03.27 16:21:32;Europe Defence;3421,6;-02,50;-87,7;3509,2;31,6;30,8;-2,5
2026.03.27 16:21:32;Poland;3761,2;01,48;55,0;3706,3;27,9;28,3;1,5
2026.03.27 16:21:32;Innovators;1853,0;05,13;90,4;1762,6;67,8;71,3;5,1
2026.03.27 16:21:32;Semiconductors;7300,3;27,44;1571,9;5728,3;57,9;73,7;27,4
2026.03.27 16:21:32;Euro Stoxx Banks;4947,0;-00,20;-9,9;4956,9;291,6;291,0;-0,2
2026.03.27 16:21:32;Canada;1443,3;05,30;72,6;1370,7;228,5;240,6;5,3
