idx; time; symbol; price; 52wh; 52wchp; 200da; dd52; trend; volume; shortName; longName
12; 2026.02.06_15:37:04; CEMR.DE; 15,31; 15,82; 21,12; 13,83; -03,20; 1,11; 64905; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.06_15:08:26; XB4A.DE; 115,46; 117,42; 50,68; 97,05; -01,67; 1,19; 1914; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.06_15:38:43; XESP.DE; 57,03; 58,23; 45,96; 48,25; -02,06; 1,18; 30886; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.06_15:38:12; JEDI.DE; 66,13; 75,06; 79,16; 48,38; -11,90; 1,37; 81442; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.06_15:45:40; VWCE.DE; 147,44; 150,38; 05,65; 137,98; -01,96; 1,07; 271985; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.06_15:45:48; SXRV.DE; 1204,80; 1301,60; 00,69; 1164,65; -07,44; 1,03; 15497; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.06_15:40:12; AMEE.DE; 679,10; 696,50; 49,24; 541,01; -02,50; 1,26; 584; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.06_15:45:11; LSMC.DE; 75,87; 79,58; 37,39; 61,80; -04,66; 1,23; 21986; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.06_15:45:12; DFEN.DE; 57,37; 64,51; 51,20; 51,36; -11,07; 1,12; 165675; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.06_15:34:38; WTIF.DE; 51,05; 51,05; 46,00; 40,46; 00,00; 1,26; 3786; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.06_15:45:33; EUDF.DE; 32,46; 36,03; 28,18; 30,72; -09,91; 1,06; 647482; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.06_15:42:10; LYBK.DE; 335,15; 349,15; 69,00; 278,41; -04,01; 1,20; 26217; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.06_15:45:18; IBCJ.DE; 29,93; 30,70; 41,81; 25,67; -02,52; 1,17; 59006; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.06_15:43:12; SXR2.DE; 240,60; 246,50; 16,02; 217,84; -02,39; 1,10; 3202; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.06_14:37:15; UFMB.DE; 21,16; 21,43; 20,95; 19,17; -01,26; 1,10; 7200; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.06_15:44:07; CEMR.DE; 15,31; 15,82; 21,12; 13,83; -03,24; 1,11; 65060; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.06_15:40:59; XB4A.DE; 115,96; 117,42; 50,68; 97,05; -01,24; 1,19; 2118; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.06_15:40:19; XESP.DE; 57,03; 58,23; 45,96; 48,25; -02,06; 1,18; 31471; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.06_15:45:09; JEDI.DE; 65,75; 75,06; 79,16; 48,38; -12,40; 1,36; 81684; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.06_15:52:39; VWCE.DE; 147,52; 150,38; 05,65; 137,98; -01,90; 1,07; 275417; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.06_15:51:44; SXRV.DE; 1207,00; 1301,60; 00,69; 1164,65; -07,27; 1,04; 16485; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.06_15:40:12; AMEE.DE; 679,10; 696,50; 49,24; 541,01; -02,50; 1,26; 584; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.06_15:47:12; LSMC.DE; 75,78; 79,58; 37,39; 61,80; -04,78; 1,23; 22054; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.06_15:52:29; DFEN.DE; 57,60; 64,51; 51,20; 51,36; -10,71; 1,12; 179602; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.06_15:46:55; WTIF.DE; 50,99; 51,05; 46,00; 40,46; -00,12; 1,26; 3885; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.06_15:52:32; EUDF.DE; 32,51; 36,03; 28,18; 30,72; -09,78; 1,06; 660758; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.06_15:49:42; LYBK.DE; 335,80; 349,15; 69,00; 278,41; -03,82; 1,21; 26383; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.06_15:52:12; IBCJ.DE; 29,89; 30,70; 41,81; 25,67; -02,65; 1,16; 59791; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.06_15:49:45; SXR2.DE; 240,35; 246,50; 16,02; 217,84; -02,49; 1,10; 3558; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.06_14:37:15; UFMB.DE; 21,16; 21,43; 20,95; 19,17; -01,26; 1,10; 7200; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.06_15:51:18; CEMR.DE; 15,32; 15,82; 21,12; 13,83; -03,15; 1,11; 66593; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.06_15:40:59; XB4A.DE; 115,96; 117,42; 50,68; 97,05; -01,24; 1,19; 2118; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.06_15:51:10; XESP.DE; 57,07; 58,23; 45,96; 48,25; -01,99; 1,18; 32289; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.06_15:51:40; JEDI.DE; 66,57; 75,06; 79,16; 48,38; -11,31; 1,38; 81719; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.06_15:59:23; VWCE.DE; 147,28; 150,38; 05,65; 137,98; -02,06; 1,07; 280051; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.06_15:59:15; SXRV.DE; 1202,40; 1301,60; 00,69; 1164,65; -07,62; 1,03; 16681; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.06_15:58:52; AMEE.DE; 678,90; 696,50; 49,24; 541,01; -02,53; 1,25; 585; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.06_15:56:32; LSMC.DE; 75,83; 79,58; 37,39; 61,80; -04,71; 1,23; 22225; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.06_15:58:48; DFEN.DE; 57,38; 64,51; 51,20; 51,36; -11,05; 1,12; 182032; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.06_15:59:10; WTIF.DE; 51,03; 51,05; 46,00; 40,46; -00,04; 1,26; 4179; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.06_15:59:26; EUDF.DE; 32,44; 36,03; 28,18; 30,72; -09,98; 1,06; 673195; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.06_15:56:10; LYBK.DE; 334,70; 349,15; 69,00; 278,41; -04,14; 1,20; 26522; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.06_15:54:54; IBCJ.DE; 29,92; 30,70; 41,81; 25,67; -02,56; 1,17; 59924; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.06_15:49:45; SXR2.DE; 240,35; 246,50; 16,02; 217,84; -02,49; 1,10; 3558; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.06_14:37:15; UFMB.DE; 21,16; 21,43; 20,95; 19,17; -01,26; 1,10; 7200; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.06_15:55:05; CEMR.DE; 15,29; 15,82; 21,12; 13,83; -03,34; 1,11; 66693; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.06_15:54:06; XB4A.DE; 115,90; 117,42; 50,68; 97,05; -01,29; 1,19; 2133; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.06_15:56:37; XESP.DE; 56,90; 58,23; 45,96; 48,25; -02,28; 1,18; 32477; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.06_15:57:33; JEDI.DE; 66,66; 75,06; 79,16; 48,38; -11,19; 1,38; 82158; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.06_16:06:20; VWCE.DE; 147,12; 150,38; 05,65; 137,98; -02,17; 1,07; 285880; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.06_16:06:19; SXRV.DE; 1198,00; 1301,60; 00,69; 1164,65; -07,96; 1,03; 17128; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.06_15:58:52; AMEE.DE; 678,90; 696,50; 49,24; 541,01; -02,53; 1,25; 585; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.06_16:04:49; LSMC.DE; 75,59; 79,58; 37,39; 61,80; -05,01; 1,22; 22803; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.06_16:06:18; DFEN.DE; 57,36; 64,51; 51,20; 51,36; -11,08; 1,12; 197171; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.06_15:59:10; WTIF.DE; 51,03; 51,05; 46,00; 40,46; -00,04; 1,26; 4179; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.06_16:05:40; EUDF.DE; 32,36; 36,03; 28,18; 30,72; -10,20; 1,05; 684085; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.06_16:05:51; LYBK.DE; 334,80; 349,15; 69,00; 278,41; -04,11; 1,20; 26703; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.06_16:04:11; IBCJ.DE; 29,94; 30,70; 41,81; 25,67; -02,48; 1,17; 60982; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.06_16:00:36; SXR2.DE; 240,60; 246,50; 16,02; 217,84; -02,39; 1,10; 3586; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.06_16:01:12; UFMB.DE; 21,22; 21,43; 20,95; 19,17; -00,96; 1,11; 7676; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.06_16:00:10; CEMR.DE; 15,28; 15,82; 21,12; 13,83; -03,41; 1,10; 66716; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.06_16:03:16; XB4A.DE; 115,98; 117,42; 50,68; 97,05; -01,23; 1,20; 2320; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.06_15:56:37; XESP.DE; 56,90; 58,23; 45,96; 48,25; -02,28; 1,18; 32477; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.06_16:06:18; JEDI.DE; 65,89; 75,06; 79,16; 48,38; -12,22; 1,36; 82210; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.06_17:29:12; VWCE.DE; 147,76; 150,38; 05,65; 137,98; -01,74; 1,07; 300347; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.06_17:29:06; SXRV.DE; 1209,40; 1301,60; 00,69; 1164,65; -07,08; 1,04; 22163; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.06_17:21:15; AMEE.DE; 681,00; 696,50; 49,24; 541,01; -02,23; 1,26; 670; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.06_17:27:50; LSMC.DE; 76,56; 79,58; 37,39; 61,80; -03,79; 1,24; 27268; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.06_17:29:27; DFEN.DE; 57,87; 64,51; 51,20; 51,36; -10,29; 1,13; 358384; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.06_17:26:36; WTIF.DE; 51,01; 51,05; 46,00; 40,46; -00,08; 1,26; 4822; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.06_17:29:36; EUDF.DE; 32,62; 36,03; 28,18; 30,72; -09,48; 1,06; 800698; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.06_17:25:34; LYBK.DE; 334,20; 349,15; 69,00; 278,41; -04,28; 1,20; 28809; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.06_17:29:43; IBCJ.DE; 30,04; 30,70; 41,81; 25,67; -02,17; 1,17; 70264; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.06_17:24:00; SXR2.DE; 239,50; 246,50; 16,02; 217,84; -02,84; 1,10; 3727; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.06_17:01:17; UFMB.DE; 21,26; 21,43; 20,95; 19,17; -00,79; 1,11; 8703; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.06_17:22:17; CEMR.DE; 15,35; 15,82; 21,12; 13,83; -02,98; 1,11; 73787; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.06_17:22:43; XB4A.DE; 115,76; 117,42; 50,68; 97,05; -01,41; 1,19; 3286; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.06_17:27:44; XESP.DE; 56,95; 58,23; 45,96; 48,25; -02,20; 1,18; 34900; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.06_17:28:30; JEDI.DE; 67,26; 75,06; 79,16; 48,38; -10,39; 1,39; 88485; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.06_17:30:09; VWCE.DE; 147,74; 150,38; 05,65; 137,98; -01,76; 1,07; 300484; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.06_17:30:24; SXRV.DE; 1210,40; 1301,60; 00,69; 1164,65; -07,01; 1,04; 22167; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.06_17:21:15; AMEE.DE; 681,00; 696,50; 49,24; 541,01; -02,23; 1,26; 670; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.06_17:30:03; LSMC.DE; 76,70; 79,58; 37,39; 61,80; -03,62; 1,24; 27312; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.06_17:29:27; DFEN.DE; 57,87; 64,51; 51,20; 51,36; -10,29; 1,13; 358384; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.06_17:29:58; WTIF.DE; 50,98; 51,05; 46,00; 40,46; -00,14; 1,26; 4942; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.06_17:29:58; EUDF.DE; 32,62; 36,03; 28,18; 30,72; -09,48; 1,06; 801174; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.06_17:25:34; LYBK.DE; 334,20; 349,15; 69,00; 278,41; -04,28; 1,20; 28809; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.06_17:30:29; IBCJ.DE; 30,04; 30,70; 41,81; 25,67; -02,17; 1,17; 70570; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.06_17:30:12; SXR2.DE; 239,40; 246,50; 16,02; 217,84; -02,88; 1,10; 3728; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.06_17:01:17; UFMB.DE; 21,26; 21,43; 20,95; 19,17; -00,79; 1,11; 8703; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.06_17:30:14; CEMR.DE; 15,34; 15,82; 21,12; 13,83; -03,02; 1,11; 75357; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.06_17:29:59; XB4A.DE; 115,60; 117,42; 50,68; 97,05; -01,55; 1,19; 3287; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.06_17:27:44; XESP.DE; 56,95; 58,23; 45,96; 48,25; -02,20; 1,18; 34900; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.06_17:29:58; JEDI.DE; 67,31; 75,06; 79,16; 48,38; -10,33; 1,39; 88539; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.06_17:36:09; VWCE.DE; 147,82; 150,38; 05,65; 137,98; -01,70; 1,07; 301172; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.06_17:35:53; SXRV.DE; 1211,40; 1301,60; 00,69; 1164,65; -06,93; 1,04; 22315; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.06_17:36:06; AMEE.DE; 681,20; 696,50; 49,24; 541,01; -02,20; 1,26; 670; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.06_17:35:56; LSMC.DE; 77,00; 79,58; 37,39; 61,80; -03,24; 1,25; 31219; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.06_17:35:58; DFEN.DE; 57,97; 64,51; 51,20; 51,36; -10,14; 1,13; 372763; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.06_17:36:12; WTIF.DE; 50,80; 51,05; 46,00; 40,46; -00,49; 1,26; 5015; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.06_17:35:48; EUDF.DE; 32,67; 36,03; 28,18; 30,72; -09,34; 1,06; 818905; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.06_17:35:51; LYBK.DE; 334,45; 349,15; 69,00; 278,41; -04,21; 1,20; 28993; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.06_17:35:56; IBCJ.DE; 30,16; 30,70; 41,81; 25,67; -01,78; 1,17; 71921; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.06_17:36:14; SXR2.DE; 239,50; 246,50; 16,02; 217,84; -02,84; 1,10; 3740; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.06_17:35:49; UFMB.DE; 21,26; 21,43; 20,95; 19,17; -00,77; 1,11; 8707; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.06_17:35:45; CEMR.DE; 15,35; 15,82; 21,12; 13,83; -02,93; 1,11; 79196; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.06_17:35:48; XB4A.DE; 115,48; 117,42; 50,68; 97,05; -01,65; 1,19; 3287; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.06_17:35:58; XESP.DE; 56,96; 58,23; 45,96; 48,25; -02,18; 1,18; 35608; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.06_17:35:46; JEDI.DE; 67,64; 75,06; 79,16; 48,38; -09,89; 1,40; 89081; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.06_17:36:09; VWCE.DE; 147,82; 150,38; 05,65; 137,98; -01,70; 1,07; 301172; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.06_17:35:53; SXRV.DE; 1211,40; 1301,60; 00,69; 1164,65; -06,93; 1,04; 22315; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.06_17:36:06; AMEE.DE; 681,20; 696,50; 49,24; 541,01; -02,20; 1,26; 670; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.06_17:35:56; LSMC.DE; 77,00; 79,58; 37,39; 61,80; -03,24; 1,25; 31219; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.06_17:35:58; DFEN.DE; 57,97; 64,51; 51,20; 51,36; -10,14; 1,13; 372763; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.06_17:36:12; WTIF.DE; 50,80; 51,05; 46,00; 40,46; -00,49; 1,26; 5015; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.06_17:35:48; EUDF.DE; 32,67; 36,03; 28,18; 30,72; -09,34; 1,06; 818905; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.06_17:35:51; LYBK.DE; 334,45; 349,15; 69,00; 278,41; -04,21; 1,20; 28993; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.06_17:35:56; IBCJ.DE; 30,16; 30,70; 41,81; 25,67; -01,78; 1,17; 71921; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.06_17:36:14; SXR2.DE; 239,50; 246,50; 16,02; 217,84; -02,84; 1,10; 3740; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.06_17:35:49; UFMB.DE; 21,26; 21,43; 20,95; 19,17; -00,77; 1,11; 8707; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.06_17:35:45; CEMR.DE; 15,35; 15,82; 21,12; 13,83; -02,93; 1,11; 79196; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.06_17:35:48; XB4A.DE; 115,48; 117,42; 50,68; 97,05; -01,65; 1,19; 3287; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.06_17:35:58; XESP.DE; 56,96; 58,23; 45,96; 48,25; -02,18; 1,18; 35608; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.06_17:35:46; JEDI.DE; 67,64; 75,06; 79,16; 48,38; -09,89; 1,40; 89081; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.09_09:25:31; VWCE.DE; 148,28; 150,38; 05,92; 138,11; -01,40; 1,07; 53631; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.09_09:23:55; SXRV.DE; 1213,80; 1301,60; 00,35; 1166,12; -06,75; 1,04; 1270; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.09_09:24:28; AMEE.DE; 690,10; 696,50; 50,41; 542,24; -00,92; 1,27; 195; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.09_09:19:06; LSMC.DE; 76,95; 79,58; 40,95; 61,98; -03,30; 1,24; 7601; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.09_09:24:57; DFEN.DE; 58,62; 64,51; 52,35; 51,44; -09,13; 1,14; 31406; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.09_09:16:47; WTIF.DE; 51,32; 51,33; 48,97; 40,54; -00,02; 1,27; 975; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.09_09:24:39; EUDF.DE; 33,38; 36,03; 30,56; 30,75; -07,35; 1,09; 56154; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.09_09:23:13; LYBK.DE; 339,10; 349,15; 70,85; 278,99; -02,88; 1,22; 4489; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.09_09:24:45; IBCJ.DE; 30,26; 30,70; 40,68; 25,71; -01,43; 1,18; 12923; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
